V240001	V241110 - PRE: What is it that R likes about Democratic Presidential candidate [text]
212581	I think more women need to in positions of power. 
212599	Kamala voted in favor late term abortion, open boarders, national health care and child care, loan forgiveness, and defunding the police which I am against all of those completely. Kamala is acting as a socialist and pushing for more and more regulations to be implemented by the federal government thus taking the power away from the people. 
212687	she is for the people and not a bigot 
212699	I think she's had 4 years to participate and observe in how everything operates in the White House and House of Representatives. She supported President Biden as a Vice President should. [CHAR(10)]Now she is ready to step from behind the scenes and become the forerunner that this country needs. I believe that she will be a great asset to this country! 
212842	honest, not constantly lying, genuine, lawful. 
212860	she makes sense 
212866	socialist bent and lack of experience. performed horribly in the primaries 4 years ago and is now the only choice railroaded through. 
212884	She has common sense , and a person that strives for the good of the working class 
212932	She's not self-serving, she's democratic, she's female 
212950	She is a woman, and she is not Trump, and will likely not try to take my rights away unlike him. 
212968	lack of border security, the cost of everything being so high. it’s difficult to survive on a retiree single income 
212998	Her energy, While i dont believe most high office canidates are n touch with lower and misdle class americans, i feel she is more knowledgable on what those of us in that category are dealing with. Also her stance on womens rights and health care 
213024	she’s smart, charismatic, qualified, and not crazy like Trump. 
213059	Previous political involvement in justice and understanding areas for improvement. Female reproductive rights champion. Strong-spoken candidate that cares about our international presence and allies. 
213094	she is not Donald Trump 
213135	I believe she has a youthful outlook for our country mixed with her experience 
213188	she is service all people[CHAR(10)]Trump only himself 
213294	she's seems very confident on what she wants for the people 
213429	She seems to always change her answers. Says one thing a few months ago, then changes whenever it is convenient. I also don't like democrat tax policy in general and weak on foreign affairs. 
213435	Once again, Americans are being forced to vote against a candidate rather than voting for one they prefer. 
213512	She is the lesser evil than Trump. While I do not support her sending money to Israel, I align myself with more of her policies. [CHAR(10)][CHAR(10)]I do not wish to vote for Harris or Trump. Our country is treating these past few presidential elections like they are sports teams instead of doing their research about what these politicians stand for. They are egotistical celebrities that do not care about the people in this country. They want us to fight. 
213524	I need a blowjob. 
213536	I think she has good policies 
213601	More of an all around person 
213607	She is not a felon.[CHAR(10)]Has not tried to overturn an election 
213631	woman of color, elegant speaker, for the people, democrat, is not Donald Trump 
213643	 So much, time for a lady, should have been Hillary.[CHAR(10)] She's smart, compassionate, has empathy 
213660	Her running mate is Tim Walz. Her policies align with my views. 
213666	She represents a breath of fresh air although she has been in the Biden administration for 4 years. I believe she will be able to stand up to lying bully Trump and cut him down to size. I think she has the American people in front of her mind and genuinely wants the everyone in the country do do better. 
213731	She is a Liberal Democrat. 
213845	shes not donald trump 
213875	she wants to change the abortion law 
213893	She comes off as someone that is willing to listen and have a discussion with you if you're willing to do the same with her. 
213928	she is not Trump 
214026	women’s rights[CHAR(10)]respect for all Americans 
214063	A mastery of The US Constitution and law. Undeterred obligation to uphold the law for all. 
214069	smart her years of being professional. 
214075	democratic views 
214098	her leadership and how she would make the US a strong economy again 
214163	Everything. Her past policies are radical, she’s anti-Semitic, and she hasn’t answered one single serious question since being cast into the nominee position. I don’t believe she has any idea as to what it would take to successfully run a country. 
214216	she is not Donald Trump 
214243	Her support of women's rights and her background as a prosecutor following the rule of law. 
214249	her policies. women’s choice. lgbtq rights 
214267	she is progressive and will not take our country backwards 
214296	she is smart , stands up for all not just the chosen 
214582	good morals and values 
214623	tax cuts … 
214664	she’s not Donald Trump and she supports causes that are important to me. 
214670	Her integrity, intelligence, compassion and overall national, International awareness. As well as her overall political and national common sense and overall sense of awareness in legal and compassionate ways. 
214746	She is female. 
214772	She's a Democrat, person of color, former prosecutor, smart and NOT Donald Trump! 
214778	Respect for human beings. And I do think she can turn this country around without being a dicator. 
214962	my main concern is that Trump is NEVER president again. He is a divider, not a[CHAR(10)]leader. he broke our country in 4 short years. our country is ready for a women president. I stand with her on healthcare and immigration. 
214968	qualifications 
214986	She's not elderly and her campaign is about hope for the future, not revenge on her nemies. She's also not infatuated with authoritarians and dictators. 
215003	she is very for the people 
215045	equal rights 
215120	Would be nice to have a woman as president. 
215185	She’s mainly wanting to build the middle class by taxing the people who make $400k+ per year. Which will also help the lower class. I also value her reproductive health rights and other policies she has. 
215301	She is smart[CHAR(10)]supports women, families[CHAR(10)]Has a better understanding of the issues[CHAR(10)]offers a positive alternative 
215319	strong liberal policies 
215343	she is not Donald Trump, the fascist/racist/rapist 
215451	Is a better option than the lunatic Trump. 
215487	I would love for a female of color to lead our government for once. Her credentials are far better than Trump. She knows about law and policy...and it's not about turning profit. 
215581	i like how she is for the Peopel 
215611	Need a smart woman 
215617	She's honest and trustworthy 
215658	women’s rights 
215815	she want raise taxes on middles class 
215821	she is a female 
215985	Inflation, making the salary raise so Americans don’t have to work 2 jobs, women rights for abortion 
216020	reproductive health care, environmental stances, child tax credit, not continuing the Trump tax credit, gun laws 
216109	She is not Trump, 
216115	She has a prosecutor mindset and will fight to restore our democracy. 
216156	necesitamos cambios en el país y me gustaría que fuera presidenta una mujer por primera vez 
216162	Kamala is the only democratic candidate 
216174	She can speak like a normal person. 
216210	She seems approachable and genuine. 
216216	i think she can run this country better 
216383	everything. her experience, stance on important issues, communication skills, morals, humor, character 
216395	Her unifying mentality, choice of a running mate that covers the middle that seems to be the heart of the country, and her proven track record of success serving as an elected official. 
216407	She's not Donald Trump. 
216419	Compassion and respect. Kindness. Clear communicator. Level headed. 
216472	doesn’t understand the economy[CHAR(10)]no personal military experience [CHAR(10)]criticizes Israel for defending itself[CHAR(10)]no understanding of open border problems[CHAR(10)]supports abortion 
216510	Character, experience, wisdom, good judgment. 
216522	I think she would do an excellent job running the country. I agree with her stances on many issues. 
216528	she’s a woman and vowes to change the narrative of the systematic racism that has oppressed our community of marginalized people 
216746	Abortion rights 
216804	She’s a woman of color, she is young, but has experience in the White House. She seems in touch with younger generations. 
216874	great person, seems authentic 
216880	for the people 
216934	PRICE CAP ON PERSCRIPTION DRUGS 
216976	m more money and helping Middle class 
216982	She’s more than qualified and her opponent is NOT!!! 
216988	she is decent and experienced 
216993	she has integrity, and hopefully restore Row VS. Wade.[CHAR(10)] 
217011	She has proven to have the nations best interest at the forefront of her values. 
217023	she has an open view on issues not dead set of an old way if thinking 
217041	Not Donald Trump, Kind and thoughtful, woman, strong,, not afraid of Trump, experience 
217059	She’s a relatively young black woman. Has years experience in politics before she even became Vice President. She’s well educated. 
217071	she is a female 
217125	She's not Donald Trump. 
217182	she’s intelligent, likable, suited for the job 
217205	If she assists and commits to tax breaks for seniors and eliminate debts of seniors. 
217223	student loan debt 
217228	she will work for the middle and poor class. she will make the rich people pay their share of taxes. I believe she will be fair and honest, and will listen to what the people have to say, and not do what is best for her, but what is best for the country. 
217234	Kamala Harris is more qualified to lead the United States of America. 
217240	Her intelligence and and willingness to listen to the cares and needs of the people. 
217258	reproductive freedom, voting rights, LGBTQ marriage, not threatening the EPA and the Dept of Education, the candidate who is as disgusted by Project 2025 as any rational American. My [REDACTED FAMILY MEMBER] is an immigrant and has become a citizen. VP Harris, unlike Trump, would not consider her country of birth as a _____ hole country. 
217263	Democrat[CHAR(10)]Her record of fighting for women 
217287	Has consistent policy platform that is available for viewing. Will work to keep cost of healthcare down. ABORTION and women's rights concerns. hope for supreme court reform. 
217298	not Donald Trump 
217431	abortion rights 
217497	I dislike her less than Donald Trump. 
217527	I like her politics and her attitude and her running mate. 
217533	I just like her. 
217701	proven record of professionalism and reliability. 
217719	Her policies are in line with mine desires for this country 
217731	policy, demeanor 
217737	She listens more to marginalized communities. 
217749	my family and I agree with a lot of what she says and believes 
217778	I believe she is way more educated Donald Trump is in capable of holding A civil debate 
217890	Democrat woman 
217907	she’s not Trump 
217948	Her liberal values, the fact that she is an attorney and an accomplished Black woman who went to Howard. 
217954	She is the only option for us to win against Donald Trump and have Democratic majority. 
217972	she is for women's rights, she cares about the average person, she will not take SS away 
218013	She has the credentials to do the job well. Her policies are grounded in science and fact. She is the most qualified for the job. 
218031	her stance on protecting women’s right to make decisions about their bodies 
218037	I don’t know much about Harris except seeing her in the background as VP for Biden. She sounds educated but also down-to-earth when she speaks. Her policies seem to align with my ideas of a more progressive and equitable society. 
218066	limiting price gouging, lifting ban abortions, tax cuts for middle class families, affordable rent, lessening health care cost, against project 2025 
218090	She has progressive plans for policies she wants to establish if elected including affordable housing, expanding health care funding just to name a couple 
218137	She doesn’t seem to be crazy or old 
218166	Abortion rights 
218284	I believe she is honest and trustworthy 
218296	She is not Donald Trump; she appears intelligent and progressive; she is generally well spoken. 
218331	female- reproductive rights, gun control 
218349	Liberal Policies 
218379	Possibility of being first woman president. Fairly progressive. Not Donald J Trump 
218397	Abortion rights 
218414	She has experience in state and federal government, is well educated, can speak coherently and directly on issues instead of driveling on nonsensically, and she is clearly pro-choice and does not dodge the issue. 
218426	She’s pro-choice and Carrie’s herself more professionally than Trump who comes off like a lunatic. I disagree with most of her policies though. 
218450	She is not TRUMP 
218563	good history as DA in California [CHAR(10)]tough on hard crime 
218622	She seems reliable and has a superior moral compass to DJT. Also it is past time we had a woman president 
218651	n/a 
218657	she's not Donald Trump 
218681	she is going to make sure that our seniors keep a lot of their benefits. 
218693	a democrat , and she has more experience in government 
218787	FEMALE CANDIDATE AND HER TRACK RECORD AS A PROSECUTOR. I ALSO APPRECIATE HOW ELOQUENT SHE SPEAKS AND IS VERY KNOWLEDGEABLE ON MOST TOPICS. 
218805	very great leadership 
218847	looks like she has a very good plan for the economy. 
218870	firm lady truthful respectful independent 
218935	She seem to be for all people 
219000	female, young. no interest in some old white guy that is a womanizer running this country 
219014	she’s running against a clown and felon 
219032	She is of younger generation and care deeply about issues that affect all of us. In contrast to her opponent, she STANDS for democracy as we know it. 
219050	Economy jobs and taxes 
219056	defending work unions, strengthening the southern border, lowering prescription drugs, making the rich actually pay taxes and, fighting price gouging 
219092	Unlikely to address illegal immigration in any meaningful fashion. 
219208	She is in touch with younger audiences which is helpful for our future. 
219244	She is a younger candidate she doesn't have any felony's. 
219303	She’s a woman of color 
219556	I believe if trump is elected as a black male in the us. things will get worse not better. 
219709	current economic conditions 
219745	Not Donald Trump 
219776	Paying off student loans and making rich people pay taxed 
219835	For having women make decisions of their Joice over their bodies. 
219841	she speaks on justice for all 
219888	willingness to work across the aisle, protection of individual and women’s rights, bringing people together again, ending the hate 
219894	Reproductive rights 
219900	she is a woman 
220006	attitude-seems more for tgecpeople and not just for herself 
220035	she is a politician, and not perfect, but she has the good of the american people , democracy, and respect for the law of the land at heart. 
220189	SHE SEEMS TRANSPARENT. SHE SEEMS THAT SHE IS TRULY FOR DEMOCRACY. SHE SEEMS TO BE FOR ALL WORKING PEOPLE. SHE SEEMS TO UNDERSTAND HUMANITY. SHE SEEMS TO KNOW THAT OUR POLITICAL ATMOSPHERE IS ON FIRE. SHE AS WELL AS WALZ HAS GIVEN ME HOPE. 
220220	seems fair, has a decent platform 
220244	she is about the people and our country. she will never send a group of racist people to attack the capital of the united state 
220262	Policies, more positive attitude, and more likeable. 
220274	Her ability to unite the country. 
220279	She should be president 
220303	She’s vibrant, sharp, politically astute and her candidacy reflects my values. 
220315	intelligent, student of history, believes in and upholds the Constitution and rule of law, trusts others and includes in her leadership team people who are strong and competent, wants to empower each person to achieve all they can, can stand up to a bully, will be a good diplomat on the world stage, values women and minorities, listens to others and considers those points of view 
220327	She’s not Donald Trump. 
220398	she is not donald trump 
220428	
220464	She is capable of comprehension and isn't seeking to be a dictator. 
220508	pienso que ella llevará por buen camino el país. 
220531	values ,dedicated public representative 
220631	Lack of clear policy, open borders, stopping all fracking operations, socialist stances on equity and equality, price controls to be put in place, allowing non citizens and illegal immigrants the right to vote in our elections, defunding the police, endorsing non prosecutorial DAs, strong endorsement of the green new deal, far leftist ideals of what our country should be striving towards. 
220661	SHE IS YOUNGER AND A BREATH OF FRESH AIR 
220666	she has good views 
220702	Intelligent, under 70 years old. 
220813	She is a Democrat. 
220819	Smart. Shares my values both morally and politically. 
220852	Some progressive issues she supports and helping immigrants 
220882	She’s not Donald Trump 
220922	it’s not trump that wins 
220946	Shes not Donald Trump 
220984	honesty, she seem be concern about helping the middle class people. of this country. 
221037	The better of two not great options. The vote for Kamala is more a vote against Trump than anything. Wanting to protect abortion rights, trans rights, and keep out democracy intact are all factors. Potentially electing progressive Supreme Court justices is another important factor. 
221043	She is a better qualified. 
221067	she has a strong record of voting for women’s rights and social justice issues 
221073	I WOULD CONSIDER VOTING REPUBLICAN BUT NOT FOR TRUMP[CHAR(10)]HARRIS REPRESENTS MY VISION OF AMERICA 
221138	Very educated and well versed in many areas. The person that she is running against is not mentally capable of running this country. He is a felon and if felons can't vote why does he get the right to run the country. 
221162	she tells it how it is focusing on the the health issue and cost 
221186	everything I like about her 
221198	simply for the people, open ideas and does not participate in degrading people because of their looks but rather focuses on addressing policy issues. I would vote for a republican that met this same criteria 
221210	She is ethical, competent, and someone other than Trump. 
221222	She is a decent person who has normal values and is interested in helping people. She understand the impact of running a country and being the leader of the free world. Finally, she is not a rapist, liar, convicted felon and does not participate in nepotism. Donald Trump has continually demonstrated that he has no concept of the truth and deliberately lies to achieve only personal gain 
221263	Because she is a democrat and way better candidate than her opponent Donald Trump. 
221311	her energy & professionalism 
221406	ethical leadership 
221433	her positions and policies. 
221445	She is for women's right and is democratic 
221474	She is intelligent, articulate and stands up for women's rights and worker's rights 
221486	The fact that she is not Donald Trump carries the most weight. Aside from that, she competent and will do a good job. 
221510	EVERYTHING I HAVE HEARD. VERY PLEASED ABOUT HER. 
221522	Character, political positions 
221545	She is stable and not unhinged. She is more trustworthy to run the country. 
221551	energetic, positive, honest 
221569	is a person you can relate to. by comparison with DT, she is from earth he seems to be from a black hole. she is clear when she speaks. respectful and not a bully. 
221581	The first black woman to run for president 
221586	she is intellectually curious, passionate, and amazing. 
221592	stances on reproductive (women's) rights and re-establishing Roe v Wade in some fashion, education and student loan debt, minor tax reform, maintaining open borders for qualified immigrants 
221610	She represents my values. 
221651	women should have right to abortion based on medical condition and social situation. she should be able to discuss with the physician and take a moral decision. Religions beliefs can’t dictate abortion law! 
221768	she seems like the best choice out of the options that I feel have a chance to win 
221774	She is For the Middle Class Workers 
221786	Strong voice, i think i like to believe she’s really for the people. If anyone could give a run for the money in the presidential election it’s probably Kamala. 
221816	she is aiming at protecting women’s rights to choice and she wants to change how people are taxed especially the lower to middle class workers 
221869	She is fighting for lgbtq rights and women’s rights in this country. She presents herself so well anywhere she goes. She is fighting for equality. She is a woman. 
221959	her confidence 
222124	illegal immigration 
222159	Shes not Trump. And other parties never win just spread the vote so best chance at it not being Trump is Kamala. 
222189	She is not Donald Trump. But I am also aligned with her policies. 
222294	Her economic policies, her history of working to improve communities, her strong pro-choice stance, her lived experiences as a woman of color 
222300	She is the best candidate.Strong to lead our country. 
222306	I like her stance on abortion 
222377	very radical, doesn’t not include God in her speeches, and has low aura 
222383	She is younger and more honest than Trump 
222541	abortion access, supports social services for people in need, inclusive, in alignment with other policies, not an asshole like Trump. 
222565	enthusiasm for service; knowledge of government; concern for middle class; positive; and looking to future 
222583	better temperament and character 
222589	She is intelligent and is willing to listen to people and meet them where they are in their everyday life to see what their needs are. She is head and shoulders above Trump in any criteria you could name. No contest. 
222607	She is not Trump 
222643	honesty, not a narcissitic liar 
222655	She is not Donald Trump 
222969	She has a history of supporting the queer community and has more community building economic policies. She is also respectful and professional. 
223062	she is female, i belive she might be able to bring some good to the country 
223128	she’s done nothing in the 4 years of office that she is no promising she should have lived up to her current position I might have changed my mind 
223183	i love her she’s amazing 
223195	I’m a middle class citizen and I that would be a good choice for me 
223224	she is not trump he is a racist 
223296	very clear on outlining her political agenda 
223385	She's a Democrat, young, NOT Donald Trump, anti-abortion, articulate, smart. 
223572	She puts country above self. 
223577	Progressive policies 
223583	Her positive attitude 
223601	She appears to be honest. people speaks well of her, and she stick to the top topic at hand. I find no fault in her. 
223618	I align myself more closely with the values of the democratic party. 
223659	She is more for peoples rights 
223689	
223718	don't know anything about her 
223753	she’s a competent human being 
223806	Crazy liberal woke agenda LGBTQAI+ baloney 
223890	Her running mate, Tim Walz. I believe that was a phenomenal choice for her campaign. 
223967	more aligned with my beliefs as a person. Appears competent smart and seems more to care more about the ppl. I don't believe in many of the Republican beliefs esp roe v wade 
224085	I like her style jk not really 
224322	Trustworthy. Seems to be more level headed and better values than Donald Trump 
224340	She is an African American that portrays that she is really interested in unifying us as Americans. I'm hoping that she can help stabilized the economy, and bring prices of consumer good down, and raise wages. 
224364	she is for all Americans 
224416	joyful, happy, Tim Walz, policy agreements, democracy, youthfu new generation, she’s not trump 
224422	She is more liberal, trustworthy and she is a more reasonabale individual than Donald Trump, who are usually very comflictive a lies all the time. 
224440	She is younger, energetic, nice, but I don't agree with some things in her politics. 
224463	she is not Donald Trump. he is a despicable human. 
224475	She is everything that Donald Trump is not! 
224534	character, doesn’t mf anyone. has published policies that I am in favor of. 
224557	Do like some of her policies 
224575	Women's rights, Social Security, climate changes, taxes 
224616	protect all lgbtq people!! we need guns to protect ourselves. 
224628	The support of a strong team that has experience 
224669	women’s rights[CHAR(10)]helping middle class families 
224782	middle class people and rights for all 
224800	She is not Donald Trump for one. I realize that there are different ways to solve the same problem, but I agree more with how she and her democratic colleagues will solve them than Trump and his colleagues. Harris and Walz are positive voices and bring a sense of rational thought to their proposed solutions. She is strong in her convictions and has the background and experience to put forth solid plans to solve these problems...at least those that can solved while she is in office and if she has the support of Congress. 
224841	She is not as old as Trump or Biden. 
224847	She’s smart, honest and well spokened 
224853	She is very intelligent and is very knowledgeable about the law. Actually seems to care about her constituents. 
224882	It could be a donkey named Kamala and I would vote for it, but never ever fucking Trump!!!!!! 
224906	I can see this survey is getting me to answer the questions I did not want to answer earlier. So I'm answering the same for both candidates. Though I'm sure you can deduce my answer nonetheless. [CHAR(10)][CHAR(10)]I have never seen this country in such a divide politically and emotionally before. And I disagree with the violence, even if just verbal, that has resulted from such a divide. Back in 2003, the Dixie Chicks main singer made a comment about the then President. The backlash they received from that comment was wild. It ultimately took the band out. Now it's rendy to criticize our President as well as Presidential candidates. A song criticizing the President made it to #1 in the charts. Stickers, shirts, etc. being sold. I do not agree with this and so will not be party to this divide. I will vote, but I won't engage in a divide. 
224947	she has a good political agenda,she is a woman and she is for women 
224976	Fight climate change and reasonable abortion rights 
225159	She is not Donald Trump. But I would support her anyway. She is smart and has integrity. She understands the point of government is to serve the many. 
225426	She's young, energetic, and articulate. 
225520	I selected the wrong option 
225526	she is a strong minded and well tested politician, she’s expressed her clear views and values with the American people, she contrasts her opponents weak and incoherent views. 
225550	Kamala can protect America's interest from international laws and policies America comes up against. Eventually, other countries will begin to start using laws and policies against America. Kamala has a law degree that will help guide other legal scholars against opposing laws from other countries. 
225604	she is a strong well rounded POC that is a great choice to lead us. 
225616	I heard her platform and believe I will benefit from what she has to offer..no cuts in social security, try to pass border control bill, not raise taxes for middle class 
225634	Desire for unity of country and value of each individual for hope and improvement . A continuance of great programs begun by President Biden. Positive vs Negative. 
225681	I think her rich and prestigious background is what we need to bring back into the office. 
225699	She is running against Donald Trump, and she supports reproductive rights. 
225717	she would be a very good president for a woman 
225723	She is intelligent and about facts and cause and effect. her way of thinking will improve the way we operate and make a difference that actually serves the people. 
225758	Too much to list. 
225817	The policies that VP Harris espouses are far left progressive that lean into full blown Marxist/Communist ideology. Those policies have been proven to lead to failure of individual freedom and ultimately the country. 
225847	connection to community 
225924	lower food prices 
225972	Supports middle class Americans. Works to protect women's rights. 
225984	she is more globally engaged 
225990	New ideas, isn't controversial and may bring some unity to the country. 
226055	Because most of my views are the same as hers. 
226061	She isn’t Donald Trump. She has a positive message and will likely govern just left of center. 
226232	what she stands for 
226274	Genuine concern for the middle class and underprivileged. Her experience as a district attorney, Attorney General, a US Senator and VP of the USA. She is a defender of women's rights. She is intelligent, articulate, honest and has a working knowledge of the democratic process. 
226490	all of her platforms 
226525	I want to trust her policies. 
226632	That she will put the best interest of the citizens first 
226638	she is honest and wants to help the American people do better in life. she is smart and will fight for women’s rights. 
226673	I believe Miss Harris is for the American people and the working class. She’s more respectful than Donald Trump has ever been in his whole life. And I think she would make an excellent president. 
226726	She is democrat and I agree with her social, political proposal 
226973	her values are very clear and strong. 
226997	her hopeful attitude, policies support the working people, no criminal record, not an authoritarian, I’d like to see a woman president, good environmental policies 
227014	She tells you what she would like to accomplish and how she'll try her best to do it! She doesn't make grandiose promises nor create more problems! 
227044	She has integrity and honestly wants to help our country. 
227115	She promises to represent underserved communities. I also appreciate that the VP candidate is a former public school teacher. 
227151	She is a puppet and does not have the mental capacity to serve in any office, much less the Oval. My kids can form more rational thoughts than that idiot. 
227210	smart, nice to people, not Trump 
227258	She has been running the country for the last three and a half years due to having a President that has been incompetent to hold the position. If she admitted this cover-up, I might vote for her. If she had improved the security of our border and not allowed this immigrant invasion, I might have voted for her. If she didn't support this radical WOKE concept, I might vote for her. 
227400	She’s provided an economic policy, boarder crisis agenda, and is looking to move the country forward in unity. 
227411	her policies on women and minorities 
227600	I believe in all her policies... and FREEDOM 
227606	I will vote for any democratic candidate that is not Donald Trump 
227623	Better candidate than the other candidates 
227629	women’s health rights 
227641	forward looking; for working people; compassionate 
227647	Her positivity, her concern for people and that her general agenda matches mine. 
227659	believes in woman’s rights 
227706	HER VIEWS ON WOMEN REPRODUCTIVE RIGHTS AS WELL AS HER VIEWS ON OUR JAIL SYSTEMS. 
227730	firstly, she is not Donald Trump. secondly, I think she offers the promise of the future. she is young and more in touch with the people of this country. She represents who this country is made up of. 
227771	VP choice, reproductive rights 
227806	common sense, she acts like an adult. 
227842	reproductive rights, history as a prosecutor, well respected in her sorority, diverse candidate trying to accomplish something never before accomplished in history 
227877	Strong leadership and good ideas 
228025	why vote for a felon a felon is not allowed to vote and I think Kamala is a better fit 
228048	Her experience in government. Most recently working next to the president. Has a much better vision for the country. 
228054	First when President 
228066	her strong belief in democracy! 
228096	SHE IS WELL QUALIFIED AND FOR THE AVERAGE CITIZEN. 
228108	trustworthy proven candidate. 
228143	Abortion rights 
228179	I like how she values woman's right to choose. Personally, I'm not a fan of Trump. I'd rather vote anyone or anything in other than him. After the White House Riot, he lost my respect. 
228280	personable, smart 
228416	she seems to know a lot about the things at hand 
228791	My politics don't exactly align with Kamala Harris, but I am willing to vote for anyone over Trump, and she seems the most likely to defeat him. 
228797	democratic popicies 
228833	She's not Donald Trump. 
228880	she's a woman. I feel like we could benefit from having a female president 
228944	I think she is very prepared to be president. I think she is a good human being. I think she is looking out for all the American peoples best interests. 
228991	she’s not Donald Trump 
229003	she’s not a criminal. 
229156	everything she stands for 
229162	Help the poor people of the United States of America. Help close our borders 
229230	
229259	cares for our democracy. is every thing good that trump is not. 
229446	lack of change during her time as VP. choice of VP running mate. 
229618	SHE IS BOLD, TALKS MESSAGE OF PEOPLE LIVES NOT JUST AMERICA BUT OTHER COUNTRIES.. PLUS UNDERSTANDS THE RULES, CONSTITUTION. 
229788	will hopefully do her best for the people 
229845	I don't believe what she says 
229863	Her policies alighn with my beliefs. 
229898	Quite frankly, she’s not Donald Trump. 
229904	Not Trump. Seems to not be only about them self. 
229928	She is a positive alternative to Donald Trump. 
230022	she’s ruining the border 
230238	I hope she can protect women's right to an abortion. I hope she can strengthen our economy and keep inflation under control. 
230261	She’s worked hard to accomplish much as a female and a woman of color. She will uphold the Constitution and try to destroy democracy. 
230515	integrity [CHAR(10)]not a liar [CHAR(10)]is very professional [CHAR(10)]not an embarrassment to our country[CHAR(10)]not an entitled privileged asshole 
230751	I know she has the best interest for all Americans. 
230810	she’s a woman and a democrat 
230878	
230984	policies related to mental health 
230990	Advocate for women's rights/reproductive freedom, no taxes on tips, $25K in down-payment support for first time homebuyers 
231001	female, law background 
231025	She is great, is way more knowledgeable than the other runner up 
231037	Everything opposite of Donald Trump. Character, values, experience to be a strong leader. Respected by other global leaders. Has the opportunity to move us forward in climate change. 
231166	
231189	She cares for the rights of all Americans and upholds the truth whether it be political views or for the good of all people. 
231277	
231319	woman, younger, fresh 
231324	she seems to be a good person who cares about our country and the good and fair treatment to all Americans. she is smart, well spoken and very educated. I think she will be a good leader that will represent us with grace and deplomacy 
231615	woman, person of color, everyman - worked her way up through politics, honest, cares, values are similar to mine, not a rapist, felon or someone who tried to over throw the very core of democracy[CHAR(10)] 
231709	Her values align with mine. She is competent and a badass 
231739	she’s smart, dynamic, overall cares about the rule of law and the general welfare 
231746	smart, poised 
231770	she is running against Trump 
231788	prosecutor - tough on crime - 
231800	She's intelligent and articulate, she's a woman, she's a person of color. I liked the sound of her pportunity Economy and aid for small business owners. 
231806	just her style and approach as vice president 
231818	I am hopeful a young woman of color can lead with insight the older white men do not have. I am hopeful she will rock the boat for the greater good to the best of her power. 
231824	Generally sensible. 
231898	Prefer her policies 
231962	I trust Kamala Harris to work to maintain a democratic government in the US 
232053	I like her progressive politics. I realize that she may need to be centrist. 
232071	She’s smart, alert, articulate. She understands the issues and will surround herself with smart people. I think she is moderate enough to represent the interests of most voters. I think many voters are sick of all the fighting. This isn’t a football game. 
232077	women’s rights advocate[CHAR(10)]immigration laws 
232101	Reproductive rights, marriage equality, black/asian/female president 
232229	economic policies, social policies 
232252	I trust her honesty. I believe she puts the interest of the American people first, unlike the other candidate who talks mostly about himself. 
232282	All that she stands for 
232352	She is pro-choice. 
232426	Just that she’s slightly better than Trump. 
232462	her stance on abortion 
232549	because she is not Donald Trump 
232555	action in Palestine, inflation reduction, infrastructure development 
232634	she has the look of a put together politician. Her speech is less erratic. 
232640	She seems more fit for the job as President of the United States. I feel that she would do a better job with serving the people than Trump would. 
232670	her support for abortion rights, 
232693	knowledge and judgement 
232711	amazing leader and history of service 
232716	intelligent, great experience, high ethical standards, her platform aligns with my beliefs 
232734	Willingness to follow rule of law 
232763	her stance on womensbright, fare elections, her ability to keep calm, her policies on the border and how she treats people 
232769	Protection of LGBT rights, environmental protection, pro-union policies 
232781	strong history of fighting for equality 
232793	She will continue what Biden has started, she is honest, and most importantly, brings hope and joy re; the future of our democracy! 
232829	I like that she isn't a terrible person. She doesn't lead with lies and misinformation. She cares about reproductive rights. She also cares about minority communities. 
232858	Integrity, Values that I align with 
232888	(1) she isn’t Trump[CHAR(10)](2) she isn’t an insanely radical left-wing democrat (for the most part) 
232900	she’s not Donald Trump 
232983	I am voting for Kamala because of her extensive experience working in the government and her expertise in the US laws. Her experience outweighs her opponent. 
233030	She's not Trump 
233036	I feel she is genuine and cares for All people in this country no matter what tax bracket or Where they came from 
233048	have a strong stance on the border. stop allowing immigrants cross over 
233122	Not only because she's a female candidate for President of the U.S., but also because she's a mixed race candidate - South Asian & Black heritage. 
233193	She inspires hope for the future. 
233205	Her policies and the work she has done as VP with Joe Biden. I really like that she is a deep and thoughtful thinker. She will be a very good president. 
233211	supports democratic principles and process, will create good jobs and focus on important 21 st century issues to secure our future 
233223	She will keep the Department of Education, and she will fight for abortion and LGBTQ rights for all. She will uphold the constitution. 
233276	good outlook for the country 
233381	She is the only major party candidate committed to preserving our democracy. Also her support of LGBTQ rights, womens rights, education, and environmental policies. 
233493	
233595	if she announces any new policies I don’t agree with 
233624	picking Walz over Shapiro, forcing Obama and Clinton to bend the knee instead of running the Party from the shadows, a willingness to ACTUALLY PROSECUTE THE INSURRECTIONIST TRAITOR for the crime of insurrection (and not meaningless slaps on the wrist that barely dent his wallet, and NOT working with the insane and traitorous Republicans who will shield him from seeing bars or handcuffs)[CHAR(10)]maybe NOT sicking the overwhelmingly MAGA Police Officers on her own voters and younger demographic, actually go forward with taking the steps to remove Court Officials who have ever taken overwhelming amounts of bribes in cases of reasoning conflict, actually standing up for workers Eight to Organize and Unionize, and hopefully get away from all the Foreign Wars that are an economic drain on an already rotted propped up hollowed out economy that relys on bailing out the Billionaire Class every few years. [CHAR(10)]and alot more, but these are good signs of the start 
233647	She is a Democrat. Since Biden has been in office, Democrats shown that they want the United States to be a welfare country. 
